Sentence #,Sentence,POS,Tag,Token,New_Tag
Sentence: 11539,"However , he urged N.A.M. leaders to renew their group 's efforts against terrorism .","['RB', ',', 'PRP', 'VBD', 'NNP', 'NNS', 'TO', 'VB', 'PRP$', 'NN', 'POS', 'NNS', 'IN', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['However', ',', 'he', 'urged', 'N.A.M', '.', 'leaders', 'to', 'renew', 'their', 'group', ""'s"", 'efforts', 'against', 'terrorism', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 11874,The U.S. Ski Federation says the suspensions are retroactive to Wednesday when the tests were conducted .,"['DT', 'NNP', 'NNP', 'NNP', 'VBZ', 'DT', 'NNS', 'VBP', 'JJ', 'TO', 'NNP', 'WRB', 'DT', 'NNS', 'VBD', 'VBN', '.']","['O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'U.S', '.', 'Ski', 'Federation', 'says', 'the', 'suspensions', 'are', 'retroactive', 'to', 'Wednesday', 'when', 'the', 'tests', 'were', 'conducted', '.']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 12227,"The U.S. Surgeon General , America 's top medical official , released the report Tuesday .","['DT', 'NNP', 'NNP', 'NNP', ',', 'NNP', 'POS', 'JJ', 'JJ', 'NN', ',', 'VBD', 'DT', 'NN', 'NNP', '.']","['O', 'B-org', 'I-org', 'I-org', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']","['The', 'U.S', '.', 'Surgeon', 'General', ',', 'America', ""'s"", 'top', 'medical', 'official', ',', 'released', 'the', 'report', 'Tuesday', '.']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O']"
Sentence: 12524,"Preliminary findings of the report were released Tuesday during a conference at the U.N. Environment Program headquarters in Nairobi , Kenya .","['JJ', 'NNS', 'IN', 'DT', 'NN', 'VBD', 'VBN', 'NNP', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NN', 'IN', 'NNP', ',', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O']","['Preliminary', 'findings', 'of', 'the', 'report', 'were', 'released', 'Tuesday', 'during', 'a', 'conference', 'at', 'the', 'U.N', '.', 'Environment', 'Program', 'headquarters', 'in', 'Nairobi', ',', 'Kenya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']"
Sentence: 12664,"A spokesman for the U.N. Environment Program says containers filled with nuclear , chemical and medical waste broke apart when they washed ashore , and have been spread by the weather .","['DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'VBZ', 'NNS', 'VBN', 'IN', 'JJ', ',', 'NN', 'CC', 'JJ', 'NN', 'VBD', 'RB', 'WRB', 'PRP', 'VBD', 'RB', ',', 'CC', 'VBP', 'VBN', 'VBN', 'IN', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['A', 'spokesman', 'for', 'the', 'U.N', '.', 'Environment', 'Program', 'says', 'containers', 'filled', 'with', 'nuclear', ',', 'chemical', 'and', 'medical', 'waste', 'broke', 'apart', 'when', 'they', 'washed', 'ashore', ',', 'and', 'have', 'been', 'spread', 'by', 'the', 'weather', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 12765,"In an interview with VOA Wednesday the U.S. Under Secretary of State for Political Affairs , Nicholas Burns , said Pakistan 's plan to lay land mines along parts of its border with Afghanistan is a bilateral issue .","['IN', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'DT', 'NNP', 'IN', 'NNP', 'IN', 'NNP', 'IN', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'VBD', 'NNP', 'POS', 'NN', 'TO', 'VB', 'NN', 'NNS', 'IN', 'NNS', 'IN', 'PRP$', 'NN', 'IN', 'NNP', 'VBZ', 'DT', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'B-org', 'B-tim', 'O', 'B-org', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'B-per', 'I-per', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O']","['In', 'an', 'interview', 'with', 'VOA', 'Wednesday', 'the', 'U.S', '.', 'Under', 'Secretary', 'of', 'State', 'for', 'Political', 'Affairs', ',', 'Nicholas', 'Burns', ',', 'said', 'Pakistan', ""'s"", 'plan', 'to', 'lay', 'land', 'mines', 'along', 'parts', 'of', 'its', 'border', 'with', 'Afghanistan', 'is', 'a', 'bilateral', 'issue', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'B-MISC', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']"
Sentence: 13689,"The Navy says a missile destroyer , the USS Winston S. Churchill , and other U.S. Naval forces in the area located the pirate ship Saturday after receiving a report of a piracy attempt .","['DT', 'NNP', 'VBZ', 'DT', 'NN', 'NN', ',', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'CC', 'JJ', 'NNP', 'NNP', 'NNS', 'IN', 'DT', 'NN', 'VBN', 'DT', 'NN', 'NN', 'NNP', 'IN', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', '.']","['O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'Navy', 'says', 'a', 'missile', 'destroyer', ',', 'the', 'USS', 'Winston', 'S.', 'Churchill', ',', 'and', 'other', 'U.S', '.', 'Naval', 'forces', 'in', 'the', 'area', 'located', 'the', 'pirate', 'ship', 'Saturday', 'after', 'receiving', 'a', 'report', 'of', 'a', 'piracy', 'attempt', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 14080,They argue that their treatment violated the U.S. Religious Freedom Restoration Act .,"['PRP', 'VBP', 'IN', 'PRP$', 'NN', 'VBD', 'DT', 'NNP', 'JJ', 'NNP', 'NNP', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'O']","['They', 'argue', 'that', 'their', 'treatment', 'violated', 'the', 'U.S', '.', 'Religious', 'Freedom', 'Restoration', 'Act', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
Sentence: 14132,Mr. Rodriguez issued the statement following a meeting Thursday with U.S. Ambassador to Venezuela William Brownfield .,"['NNP', 'NNP', 'VBD', 'DT', 'NN', 'VBG', 'DT', 'NN', 'NNP', 'IN', 'NNP', 'NNP', 'TO', 'NNP', 'NNP', 'NNP', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'B-org', 'I-org', 'O', 'B-org', 'I-org', 'I-org', 'O']","['Mr.', 'Rodriguez', 'issued', 'the', 'statement', 'following', 'a', 'meeting', 'Thursday', 'with', 'U.S', '.', 'Ambassador', 'to', 'Venezuela', 'William', 'Brownfield', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']"
Sentence: 14242,VOA 's Behnam Nateghi toured the show at the P.S. One Contemporary Art Center .,"['NNP', 'POS', 'NNP', 'NNP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NNP', 'CD', 'NNP', 'NNP', 'NNP', '.']","['B-org', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-art', 'I-art', 'I-art', 'I-art', 'I-art', 'O']","['VOA', ""'s"", 'Behnam', 'Nateghi', 'toured', 'the', 'show', 'at', 'the', 'P.S', '.', 'One', 'Contemporary', 'Art', 'Center', '.']","['B-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O']"
Sentence: 14842,"The crimes took place in suburban Maryland , outside of Washington , D.C.","['DT', 'NNS', 'VBD', 'NN', 'IN', 'JJ', 'NNP', ',', 'IN', 'IN', 'NNP', ',', 'NNP']","['O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo']","['The', 'crimes', 'took', 'place', 'in', 'suburban', 'Maryland', ',', 'outside', 'of', 'Washington', ',', 'D.C', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC']"
Sentence: 14995,"U.S. Ambassador to Bangladesh James Moriarty said Sunday in Dhaka the aid will go to school children , along with cyclone and flood victims .","['NNP', 'NNP', 'TO', 'NNP', 'NNP', 'NNP', 'VBD', 'NNP', 'IN', 'NNP', 'DT', 'NN', 'MD', 'VB', 'TO', 'NN', 'NNS', ',', 'IN', 'IN', 'NN', 'CC', 'NN', 'NNS', '.']","['B-org', 'O', 'O', 'B-geo', 'B-per', 'I-per', 'O', 'B-tim', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['U.S', '.', 'Ambassador', 'to', 'Bangladesh', 'James', 'Moriarty', 'said', 'Sunday', 'in', 'Dhaka', 'the', 'aid', 'will', 'go', 'to', 'school', 'children', ',', 'along', 'with', 'cyclone', 'and', 'flood', 'victims', '.']","['B-ORG', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'B-MISC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 15613,He said he discussed the extradition request with U.S. Under Secretary of State Thomas Shannon last month .,"['PRP', 'VBD', 'PRP', 'VBD', 'DT', 'NN', 'NN', 'IN', 'NNP', 'IN', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O']","['He', 'said', 'he', 'discussed', 'the', 'extradition', 'request', 'with', 'U.S', '.', 'Under', 'Secretary', 'of', 'State', 'Thomas', 'Shannon', 'last', 'month', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']"
Sentence: 16061,Mr. Clinton said in a statement he is looking forward to taking up the post once he returns from a trip to the region later this month with former president George H.W. Bush .,"['NNP', 'NNP', 'VBD', 'IN', 'DT', 'NN', 'PRP', 'VBZ', 'VBG', 'RB', 'TO', 'VBG', 'RP', 'DT', 'NN', 'RB', 'PRP', 'VBZ', 'IN', 'DT', 'NN', 'TO', 'DT', 'NN', 'RB', 'DT', 'NN', 'IN', 'JJ', 'NN', 'NNP', 'NNP', 'NNP', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'I-per', 'O']","['Mr.', 'Clinton', 'said', 'in', 'a', 'statement', 'he', 'is', 'looking', 'forward', 'to', 'taking', 'up', 'the', 'post', 'once', 'he', 'returns', 'from', 'a', 'trip', 'to', 'the', 'region', 'later', 'this', 'month', 'with', 'former', 'president', 'George', 'H.W', '.', 'Bush', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O']"
Sentence: 16123,An Indian Foreign Ministry spokesman said U.S. Undersecretary of State for Commerce Kenneth Juster and India 's Foreign Secretary Shyam Saran have identified four sectors of potential collaboration .,"['DT', 'JJ', 'NNP', 'NNP', 'NN', 'VBD', 'NNP', 'NNP', 'IN', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'CC', 'NNP', 'POS', 'NNP', 'NNP', 'NNP', 'NNP', 'VBP', 'VBN', 'CD', 'NNS', 'IN', 'JJ', 'NN', '.']","['O', 'B-gpe', 'B-org', 'I-org', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'I-org', 'B-per', 'I-per', 'O', 'B-geo', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['An', 'Indian', 'Foreign', 'Ministry', 'spokesman', 'said', 'U.S', '.', 'Undersecretary', 'of', 'State', 'for', 'Commerce', 'Kenneth', 'Juster', 'and', 'India', ""'s"", 'Foreign', 'Secretary', 'Shyam', 'Saran', 'have', 'identified', 'four', 'sectors', 'of', 'potential', 'collaboration', '.']","['O', 'B-LOC', 'B-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 16585,"The tape carries a message in the name of the terrorist group 's No. 2 leader , Ayman al-Zawahiri , denouncing U.S. calls for reform in the Muslim world .","['DT', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'POS', 'NN', 'CD', 'NN', ',', 'NNP', 'NNP', ',', 'VBG', 'NNP', 'NNS', 'IN', 'NN', 'IN', 'DT', 'NNP', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O']","['The', 'tape', 'carries', 'a', 'message', 'in', 'the', 'name', 'of', 'the', 'terrorist', 'group', ""'s"", 'No', '.', '2', 'leader', ',', 'Ayman', 'al-Zawahiri', ',', 'denouncing', 'U.S.', 'calls', 'for', 'reform', 'in', 'the', 'Muslim', 'world', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']"
Sentence: 16717,U.S. State Department spokesman P.J. Crowley said earlier this week that the United States is working with Nigerian officials to secure freedom for the hostages .,"['NNP', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'VBD', 'RBR', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNPS', 'VBZ', 'VBG', 'IN', 'JJ', 'NNS', 'TO', 'VB', 'NN', 'IN', 'DT', 'NNS', '.']","['B-org', 'I-org', 'I-org', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['U.S.', 'State', 'Department', 'spokesman', 'P.J', '.', 'Crowley', 'said', 'earlier', 'this', 'week', 'that', 'the', 'United', 'States', 'is', 'working', 'with', 'Nigerian', 'officials', 'to', 'secure', 'freedom', 'for', 'the', 'hostages', '.']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 17163,"U.N. special envoy , former U.S. President George H.W. Bush , has toured a tent camp in the Pakistani capital , Islamabad , housing the survivors of last year 's devastating earthquake .","['NNP', 'JJ', 'NN', ',', 'JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'VBZ', 'VBN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'NNP', ',', 'NN', 'DT', 'NNS', 'IN', 'JJ', 'NN', 'POS', 'JJ', 'NN', '.']","['B-geo', 'O', 'O', 'O', 'O', 'B-org', 'B-per', 'I-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['U.N.', 'special', 'envoy', ',', 'former', 'U.S.', 'President', 'George', 'H.W', '.', 'Bush', ',', 'has', 'toured', 'a', 'tent', 'camp', 'in', 'the', 'Pakistani', 'capital', ',', 'Islamabad', ',', 'housing', 'the', 'survivors', 'of', 'last', 'year', ""'s"", 'devastating', 'earthquake', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'B-ORG', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 17285,Zuma is accused of raping a 31-year-old H.I.V. positive woman who is a longtime family friend .,"['NNP', 'VBZ', 'VBN', 'IN', 'VBG', 'DT', 'JJ', 'NNP', 'JJ', 'NN', 'WP', 'VBZ', 'DT', 'JJ', 'NN', 'NN', '.']","['B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Zuma', 'is', 'accused', 'of', 'raping', 'a', '31-year-old', 'H.I.V', '.', 'positive', 'woman', 'who', 'is', 'a', 'longtime', 'family', 'friend', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 17288,The three-month trial has focused attention on South Africa 's high incidence of rape and H.I.V. infection .,"['DT', 'JJ', 'NN', 'VBZ', 'VBN', 'NN', 'IN', 'NNP', 'NNP', 'POS', 'JJ', 'NN', 'IN', 'NN', 'CC', 'NNP', 'NN', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'three-month', 'trial', 'has', 'focused', 'attention', 'on', 'South', 'Africa', ""'s"", 'high', 'incidence', 'of', 'rape', 'and', 'H.I.V', '.', 'infection', '.']","['O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 17561,"Last week , President Chavez said the bloc is "" fatally wounded "" because Colombia and Peru finalized free trade agreements with the U.S. Advocates say the free trade deals open up markets and create more jobs .","['JJ', 'NN', ',', 'NNP', 'NNP', 'VBD', 'DT', 'NN', 'VBZ', '``', 'RB', 'VBN', '``', 'IN', 'NNP', 'CC', 'NNP', 'VBD', 'JJ', 'NN', 'NNS', 'IN', 'DT', 'NNP', 'NNS', 'VBP', 'DT', 'JJ', 'NN', 'NNS', 'VBP', 'RP', 'NNS', 'CC', 'VB', 'JJR', 'NNS', '.']","['O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Last', 'week', ',', 'President', 'Chavez', 'said', 'the', 'bloc', 'is', '``', 'fatally', 'wounded', '``', 'because', 'Colombia', 'and', 'Peru', 'finalized', 'free', 'trade', 'agreements', 'with', 'the', 'U.S', '.', 'Advocates', 'say', 'the', 'free', 'trade', 'deals', 'open', 'up', 'markets', 'and', 'create', 'more', 'jobs', '.']","['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 17999,"Time zone by time zone , nearly 4,000 cities and towns in 88 countries marked Earth Hour Saturday , by dimming nonessential lights from 8.30 to 9.30 p.m.","['NNP', 'NN', 'IN', 'NN', 'NN', ',', 'RB', 'CD', 'NNS', 'CC', 'NNS', 'IN', 'CD', 'NNS', 'VBD', 'NNP', 'NNP', 'NNP', ',', 'IN', 'VBG', 'JJ', 'NNS', 'IN', 'CD', 'TO', 'CD', 'NN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim']","['Time', 'zone', 'by', 'time', 'zone', ',', 'nearly', '4,000', 'cities', 'and', 'towns', 'in', '88', 'countries', 'marked', 'Earth', 'Hour', 'Saturday', ',', 'by', 'dimming', 'nonessential', 'lights', 'from', '8.30', 'to', '9.30', 'p.m', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC']"
Sentence: 18087,"Other economic activity includes the exploitation of natural resources , e.g. , fishing , dredging of aragonite sands ( The Bahamas ) , and production of crude oil and natural gas ( Caribbean Sea , Gulf of Mexico , and North Sea ) .","['JJ', 'JJ', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'JJ', 'NNS', ',', 'IN', ',', 'NN', ',', 'VBG', 'IN', 'JJ', 'NNS', 'LRB', 'DT', 'NNPS', 'RRB', ',', 'CC', 'NN', 'IN', 'JJ', 'NN', 'CC', 'JJ', 'NN', 'LRB', 'NNP', 'NNP', ',', 'NNP', 'IN', 'NNP', ',', 'CC', 'NNP', 'NNP', 'RRB', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-geo', 'I-geo', 'I-geo', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O']","['Other', 'economic', 'activity', 'includes', 'the', 'exploitation', 'of', 'natural', 'resources', ',', 'e.g', '.', ',', 'fishing', ',', 'dredging', 'of', 'aragonite', 'sands', '(', 'The', 'Bahamas', ')', ',', 'and', 'production', 'of', 'crude', 'oil', 'and', 'natural', 'gas', '(', 'Caribbean', 'Sea', ',', 'Gulf', 'of', 'Mexico', ',', 'and', 'North', 'Sea', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O']"
Sentence: 19283,GM's Japanese rival Toyota reports its sales fell more than 21 percent .,"['NNP', 'JJ', 'JJ', 'NNP', 'VBZ', 'PRP$', 'NNS', 'VBD', 'JJR', 'IN', 'CD', 'NN', '.']","['B-org', 'B-gpe', 'O', 'B-org', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'O']","['GM', ""'s"", 'Japanese', 'rival', 'Toyota', 'reports', 'its', 'sales', 'fell', 'more', 'than', '21', 'percent', '.']","['B-ORG', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O']"
Sentence: 19322,A.U. troops in Darfur are not mandated to protect civilians .,"['NNP', 'NNS', 'IN', 'NNP', 'VBP', 'RB', 'VBN', 'TO', 'VB', 'NNS', '.']","['B-geo', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['A.U', '.', 'troops', 'in', 'Darfur', 'are', 'not', 'mandated', 'to', 'protect', 'civilians', '.']","['B-LOC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
